Tiempo,VAPM            :Mag,VBPM            :Mag,VCPM            :Mag,VSPM            :Mag,V1PM            :Mag,VAPM            :Ang,VBPM            :Ang,VCPM            :Ang,VSPM            :Ang,V1PM            :Ang,VAPM            :AngRefA,VBPM            :AngRefA,VCPM            :AngRefA,VSPM            :AngRefA,V1PM            :AngRefA,Frecuencia
05/23/18 10:17:55.0585,101.7100,101.0600,100.6400,0.0200,101.1300,-35.5578,-156.5378,84.2305,-17.6872,-35.9531,0.0000,-120.9800,119.7883,-17.6872,-0.3953,59.9940
05/23/18 10:17:56.0585,101.7800,101.2800,100.7400,0.0200,101.2700,-36.7552,-157.6035,83.0789,-24.4137,-37.0933,0.0000,-120.8483,119.8341,-24.4137,-0.3380,59.9960
05/23/18 10:17:56.0589,101.6800,101.2000,100.7400,0.0200,101.2100,-36.9214,-157.7124,82.9356,-17.2346,-37.2308,0.0000,-120.7910,119.8570,-17.2346,-0.3094,59.9930
05/23/18 10:17:56.0593,101.8400,101.3300,100.8200,0.0200,101.3300,-36.9844,-157.8040,82.8497,-23.8866,-37.3110,0.0000,-120.8196,119.8341,-23.8866,-0.3266,59.9970
05/23/18 10:17:56.0597,101.7200,101.1900,100.7700,0.0200,101.2200,-37.2308,-158.0103,82.6492,-21.4229,-37.5287,0.0000,-120.7795,119.8800,-21.4229,-0.2979,59.9940
05/23/18 10:17:56.0601,101.7200,101.1800,100.7800,0.0300,101.2200,-37.9928,-158.7551,81.8814,-22.2078,-38.2908,0.0000,-120.7623,119.8742,-22.2078,-0.2979,59.9740
05/23/18 10:17:56.0605,101.8300,101.3100,100.8300,0.0200,101.3200,-37.9642,-158.7723,81.8757,-20.6666,-38.2850,0.0000,-120.8082,119.8399,-20.6666,-0.3209,60.0010
05/23/18 10:17:56.0609,101.7400,101.2800,100.8200,0.0200,101.2800,-38.0673,-158.8525,81.7668,-25.5081,-38.3824,0.0000,-120.7852,119.8341,-25.5081,-0.3151,59.9970
05/23/18 10:17:56.0613,101.7600,101.2900,100.8100,0.0200,101.2900,-38.1418,-158.9213,81.6866,-25.5195,-38.4569,0.0000,-120.7795,119.8284,-25.5195,-0.3151,60.0010
05/23/18 10:17:56.0617,101.8800,101.3700,100.9200,0.0200,101.3900,-38.1189,-158.9041,81.7382,-25.1872,-38.4283,0.0000,-120.7852,119.8570,-25.1872,-0.3094,60.0030
05/23/18 10:17:56.0621,101.8000,101.3100,100.8600,0.0300,101.3200,-38.1819,-158.9557,81.6694,-25.3133,-38.4913,0.0000,-120.7738,119.8513,-25.3133,-0.3094,59.9970
05/23/18 10:17:57.0585,101.7700,101.3000,100.8300,0.0200,101.3000,-38.2106,-158.9786,81.6178,-21.1822,-38.5257,0.0000,-120.7680,119.8284,-21.1822,-0.3151,59.9970
05/23/18 10:17:57.0589,101.8200,101.3400,100.8900,0.0300,101.3500,-38.2048,-158.9901,81.6350,-19.1712,-38.5200,0.0000,-120.7852,119.8399,-19.1712,-0.3151,60.0010
05/23/18 10:17:57.0593,101.8000,101.3300,100.8900,0.0200,101.3400,-38.1819,-158.9614,81.6579,-22.9813,-38.4913,0.0000,-120.7795,119.8399,-22.9813,-0.3094,60.0000
05/23/18 10:17:57.0597,101.7200,101.2100,100.7100,0.0200,101.2100,-38.2392,-159.0531,81.5892,-32.3148,-38.5658,0.0000,-120.8139,119.8284,-32.3148,-0.3266,59.9990
05/23/18 10:17:57.0601,101.8200,101.3500,100.9800,0.0200,101.3800,-37.8782,-158.5947,81.9845,-22.7235,-38.1647,0.0000,-120.7165,119.8628,-22.7235,-0.2865,60.0220
05/23/18 10:17:57.0605,101.8900,101.4100,101.0000,0.0200,101.4300,-37.7006,-158.4515,82.1507,-18.5638,-37.9986,0.0000,-120.7509,119.8513,-18.5638,-0.2979,59.9950
05/23/18 10:17:57.0609,101.8900,101.3600,100.9100,0.0300,101.3900,-37.7178,-158.5202,82.1392,-28.6135,-38.0329,0.0000,-120.8024,119.8570,-28.6135,-0.3151,60.0010
05/23/18 10:17:57.0613,101.8200,101.3700,100.8600,0.0300,101.3500,-37.6949,-158.5030,82.1278,-20.8614,-38.0272,0.0000,-120.8082,119.8227,-20.8614,-0.3323,59.9990
05/23/18 10:17:57.0617,101.8600,101.3700,100.9300,0.0300,101.3900,-37.6777,-158.4515,82.1736,-24.5054,-37.9871,0.0000,-120.7738,119.8513,-24.5054,-0.3094,60.0020
05/23/18 10:17:57.0621,101.7300,101.1500,100.6900,0.0200,101.1900,-37.7064,-158.5317,82.1564,-25.9550,-38.0272,0.0000,-120.8253,119.8628,-25.9550,-0.3209,59.9970
05/23/18 10:17:58.0585,101.8000,101.3200,100.8400,0.0300,101.3200,-37.6892,-158.4801,82.1450,-22.6719,-38.0100,0.0000,-120.7910,119.8341,-22.6719,-0.3209,60.0030
05/23/18 10:17:58.0589,101.8100,101.2600,100.7700,0.0200,101.2800,-37.6949,-158.5030,82.1507,-27.5879,-38.0157,0.0000,-120.8082,119.8456,-27.5879,-0.3209,59.9980
05/23/18 10:17:58.0593,101.8100,101.3200,100.9700,0.0200,101.3600,-37.7064,-158.4171,82.1851,-26.0008,-37.9814,0.0000,-120.7107,119.8914,-26.0008,-0.2750,60.0040
05/23/18 10:17:58.0597,101.8800,101.3500,100.9100,0.0300,101.3800,-37.6319,-158.4171,82.2309,-24.8549,-37.9355,0.0000,-120.7852,119.8628,-24.8549,-0.3037,60.0000
05/23/18 10:17:58.0601,101.9100,101.4100,101.0300,0.0300,101.4400,-37.5860,-158.2968,82.2939,-23.2907,-37.8611,0.0000,-120.7107,119.8800,-23.2907,-0.2750,60.0000
05/23/18 10:17:58.0605,101.9000,101.4100,101.0000,0.0200,101.4400,-37.5688,-158.3140,82.2997,-23.5199,-37.8611,0.0000,-120.7451,119.8685,-23.5199,-0.2922,60.0030
05/23/18 10:17:58.0609,101.8700,101.3200,100.9600,0.0300,101.3800,-37.5001,-158.2911,82.3627,-26.8202,-37.8095,0.0000,-120.7910,119.8628,-26.8202,-0.3094,60.0000
05/23/18 10:17:58.0613,101.8200,101.1900,100.8200,0.0200,101.2800,-37.4543,-158.3770,82.3398,-22.5230,-37.8267,0.0000,-120.9227,119.7940,-22.5230,-0.3724,60.0020
05/23/18 10:17:58.0617,101.8300,101.2300,100.9400,0.0200,101.3300,-37.3912,-158.2567,82.4429,-17.4408,-37.7350,0.0000,-120.8654,119.8341,-17.4408,-0.3438,60.0020
05/23/18 10:17:58.0621,101.8200,101.2500,100.9800,0.0300,101.3500,-37.3110,-158.1535,82.5174,-25.7888,-37.6491,0.0000,-120.8425,119.8284,-25.7888,-0.3380,60.0060
05/23/18 10:17:59.0585,101.8800,101.2800,101.0300,0.0200,101.4000,-37.1850,-158.0218,82.6549,-21.0906,-37.5115,0.0000,-120.8368,119.8399,-21.0906,-0.3266,60.0030
05/23/18 10:17:59.0589,101.8700,101.3000,101.0300,0.0300,101.4000,-37.0245,-157.8728,82.7981,-20.3056,-37.3683,0.0000,-120.8483,119.8227,-20.3056,-0.3438,59.9990
05/23/18 10:17:59.0593,101.9100,101.3300,101.0600,0.0300,101.4300,-36.9157,-157.7697,82.9070,-23.8350,-37.2594,0.0000,-120.8540,119.8227,-23.8350,-0.3438,60.0070
05/23/18 10:17:59.0597,101.8500,101.2900,100.9900,0.0200,101.3800,-36.7782,-157.6321,83.0273,-28.4875,-37.1277,0.0000,-120.8540,119.8055,-28.4875,-0.3495,60.0000
05/23/18 10:17:59.0601,101.8200,101.2800,101.0300,0.0300,101.3800,-36.8240,-157.6493,82.9987,-21.7151,-37.1563,0.0000,-120.8253,119.8227,-21.7151,-0.3323,59.9890
05/23/18 10:17:59.0605,101.8600,101.3100,101.0200,0.0300,101.4000,-38.0043,-158.8296,81.8241,-26.6196,-38.3366,0.0000,-120.8253,119.8284,-26.6196,-0.3323,60.0020
05/23/18 10:17:59.0609,101.9100,101.4100,101.0400,0.0200,101.4500,-37.7293,-158.4286,82.1679,-29.3641,-37.9986,0.0000,-120.6993,119.8971,-29.3641,-0.2693,60.0020
05/23/18 10:17:59.0613,101.8300,101.3300,100.9100,0.0300,101.3600,-37.6548,-158.4171,82.2080,-21.0333,-37.9527,0.0000,-120.7623,119.8628,-21.0333,-0.2979,60.0040
05/23/18 10:17:59.0617,101.9300,101.4200,101.0200,0.0200,101.4500,-37.4084,-158.1650,82.4658,-21.4573,-37.7006,0.0000,-120.7566,119.8742,-21.4573,-0.2922,60.0060
05/23/18 10:17:59.0621,101.9500,101.4300,101.0400,0.0200,101.4700,-37.2193,-157.9587,82.6606,-25.8862,-37.5058,0.0000,-120.7394,119.8800,-25.8862,-0.2865,60.0100
05/23/18 10:18:00.0585,101.9000,101.4100,100.9800,0.0200,101.4300,-37.0131,-157.7754,82.8612,-20.4603,-37.3110,0.0000,-120.7623,119.8742,-20.4603,-0.2979,60.0030
05/23/18 10:18:00.0589,101.9200,101.4200,101.0400,0.0300,101.4600,-36.7953,-157.5118,83.0846,-19.5952,-37.0761,0.0000,-120.7165,119.8800,-19.5952,-0.2807,60.0100
05/23/18 10:18:00.0593,101.8500,101.3600,101.0200,0.0300,101.4100,-36.6177,-157.3170,83.2794,-25.1872,-36.8870,0.0000,-120.6993,119.8971,-25.1872,-0.2693,60.0090
05/23/18 10:18:00.0597,101.9300,101.4300,101.0400,0.0300,101.4600,-36.2625,-157.0191,83.6060,-24.5913,-36.5547,0.0000,-120.7566,119.8685,-24.5913,-0.2922,60.0080
05/23/18 10:18:00.0601,101.9200,101.4400,101.0600,0.0300,101.4700,-35.9703,-156.6868,83.9097,-22.7693,-36.2510,0.0000,-120.7165,119.8800,-22.7693,-0.2807,60.0120
05/23/18 10:18:00.0605,101.9000,101.4400,101.0700,0.0300,101.4700,-35.4317,-156.1310,84.4597,-22.2078,-35.7010,0.0000,-120.6993,119.8914,-22.2078,-0.2693,60.0120
05/23/18 10:18:00.0609,101.8700,101.4300,101.0500,0.0200,101.4500,-35.1109,-155.8216,84.7634,-26.6425,-35.3916,0.0000,-120.7107,119.8742,-26.6425,-0.2807,60.0110
05/23/18 10:18:00.0613,101.8000,101.3500,100.9400,0.0200,101.3600,-34.7900,-155.5237,85.0728,-17.2059,-35.0822,0.0000,-120.7337,119.8628,-17.2059,-0.2922,60.0090
05/23/18 10:18:29.0589,101.8400,101.5300,100.2000,0.0300,101.1900,163.7800,43.4818,-76.3695,173.1994,163.6310,0.0000,-120.2982,119.8505,173.1994,-0.1490,60.0150
05/23/18 10:18:30.0589,101.8800,101.5700,100.2600,0.0200,101.2300,169.8190,49.5036,-70.3363,-174.0875,169.6643,0.0000,-120.3154,119.8447,-174.0875,-0.1547,60.0200
05/23/18 10:18:30.0593,101.9300,101.5700,100.2500,0.0300,101.2500,170.5409,50.2312,-69.5800,179.0035,170.3976,0.0000,-120.3097,119.8791,179.0035,-0.1432,60.0150
05/23/18 10:18:30.0597,101.9600,101.5200,100.0500,0.0200,101.1800,171.1425,50.7641,-69.0185,-178.4248,170.9649,0.0000,-120.3784,119.8390,-178.4248,-0.1776,60.0170
05/23/18 10:18:30.0601,101.9100,101.5200,100.1100,0.0300,101.1800,171.7384,51.3943,-68.3997,-177.3763,171.5779,0.0000,-120.3441,119.8619,-177.3763,-0.1604,60.0180
05/23/18 10:18:30.0605,101.9900,101.6400,100.2800,0.0200,101.3000,172.4488,52.1334,-67.6892,-175.5485,172.2941,0.0000,-120.3154,119.8619,-175.5485,-0.1547,60.0180
05/23/18 10:18:30.0609,101.9500,101.5200,100.2100,0.0300,101.2200,173.0791,52.6949,-67.0876,-176.0986,172.8957,0.0000,-120.3842,119.8333,-176.0986,-0.1833,60.0150
05/23/18 10:18:30.0613,101.9000,101.4400,100.1700,0.0300,101.1700,173.6750,53.2163,-66.5319,-172.6379,173.4515,0.0000,-120.4586,119.7932,-172.6379,-0.2235,60.0180
05/23/18 10:18:30.0617,101.9400,101.5000,100.2700,0.0300,101.2400,174.3110,53.8752,-65.8901,-178.1841,174.0990,0.0000,-120.4357,119.7989,-178.1841,-0.2120,60.0180
05/23/18 10:18:30.0621,101.9700,101.5300,100.3200,0.0300,101.2700,174.9699,54.5513,-65.2312,-173.3369,174.7636,0.0000,-120.4185,119.7989,-173.3369,-0.2063,60.0160
05/23/18 10:18:31.0585,101.8700,101.3900,100.1200,0.0300,101.1200,175.5084,55.0154,-64.7099,-174.1047,175.2678,0.0000,-120.4930,119.7817,-174.1047,-0.2406,60.0150
05/23/18 10:18:31.0589,101.8400,101.3000,100.0800,0.0300,101.0700,176.0356,55.5483,-64.1369,-170.8331,175.8178,0.0000,-120.4873,119.8276,-170.8331,-0.2177,60.0160
05/23/18 10:18:31.0593,101.8800,101.2800,100.0500,0.0300,101.0700,176.6945,56.1785,-63.4723,-176.6945,176.4653,0.0000,-120.5159,119.8333,-176.6945,-0.2292,60.0170
05/23/18 10:18:31.0597,101.9700,101.4600,100.2200,0.0300,101.2200,177.2789,56.7916,-62.9337,-173.8297,177.0440,0.0000,-120.4873,119.7874,-173.8297,-0.2349,60.0190
05/23/18 10:18:31.0601,101.9700,101.5200,100.3800,0.0300,101.2900,177.8805,57.4734,-62.3034,-174.9870,177.6857,0.0000,-120.4071,119.8161,-174.9870,-0.1948,60.0160
05/23/18 10:18:31.0605,101.9400,101.5400,100.3200,0.0300,101.2700,178.4592,58.0750,-61.7362,-166.4729,178.2644,0.0000,-120.3842,119.8046,-166.4729,-0.1948,60.0160
05/23/18 10:18:31.0609,101.9000,101.5900,100.2200,0.0300,101.2400,179.0149,58.6823,-61.1747,-171.9274,178.8430,0.0000,-120.3326,119.8104,-171.9274,-0.1719,60.0170
05/23/18 10:18:31.0613,101.9100,101.5600,100.2200,0.0300,101.2300,179.5994,59.2610,-60.5788,-170.8847,179.4275,0.0000,-120.3383,119.8218,-170.8847,-0.1719,60.0150
05/23/18 10:18:31.0617,101.8900,101.5300,100.1700,0.0300,101.1900,-179.8343,59.8225,-60.0231,-175.4798,179.9890,0.0000,-120.3432,119.8112,-175.4798,359.8232,60.0160
05/23/18 10:18:31.0621,101.8800,101.3800,99.9900,0.0300,101.0800,-179.2842,60.2866,-59.4444,-164.9316,-179.4790,0.0000,-120.4292,119.8399,-164.9316,-0.1948,60.0150
05/23/18 10:18:32.0585,101.9400,101.5400,100.2200,0.0300,101.2300,-178.7227,60.9627,-58.8714,-160.8923,-178.8774,0.0000,-120.3146,119.8513,-160.8923,-0.1547,60.0160
05/23/18 10:18:32.0589,101.9000,101.5800,100.2600,0.0200,101.2500,-178.1612,61.5414,-58.3271,-169.9393,-178.3159,0.0000,-120.2974,119.8341,-169.9393,-0.1547,60.0160
05/23/18 10:18:32.0593,101.9200,101.5700,100.2200,0.0300,101.2400,-177.6284,62.0456,-57.7885,-170.4951,-177.7888,0.0000,-120.3260,119.8399,-170.4951,-0.1604,60.0150
05/23/18 10:18:32.0597,102.0000,101.5000,100.1200,0.0200,101.2000,-177.1299,62.4868,-57.2499,-165.9228,-177.2961,0.0000,-120.3833,119.8800,-165.9228,-0.1662,60.0130
05/23/18 10:18:32.0601,102.0000,101.6300,100.3200,0.0300,101.3100,-176.5856,63.1285,-56.7114,-166.2494,-176.7231,0.0000,-120.2859,119.8742,-166.2494,-0.1375,60.0150
05/23/18 10:18:32.0605,101.9800,101.4800,100.1700,0.0300,101.2100,-176.1158,63.5353,-56.2243,-168.0313,-176.2705,0.0000,-120.3489,119.8914,-168.0313,-0.1547,60.0120
05/23/18 10:18:32.0609,101.9700,101.5000,100.1100,0.0300,101.1900,-175.6173,63.9994,-55.7488,-163.6367,-175.7892,0.0000,-120.3833,119.8685,-163.6367,-0.1719,60.0130
05/23/18 10:18:32.0613,101.9800,101.5900,100.2600,0.0300,101.2700,-175.1131,64.5666,-55.2618,-165.0634,-175.2678,0.0000,-120.3203,119.8513,-165.0634,-0.1547,60.0150
05/23/18 10:18:32.0617,101.9800,101.6600,100.3400,0.0300,101.3200,-174.5860,65.1224,-54.7404,-167.4813,-174.7349,0.0000,-120.2916,119.8456,-167.4813,-0.1490,60.0160
05/23/18 10:18:32.0621,101.9800,101.6400,100.2900,0.0300,101.3000,-174.0417,65.6323,-54.1903,-162.5997,-174.1964,0.0000,-120.3260,119.8513,-162.5997,-0.1547,60.0140
05/23/18 10:18:33.0585,101.9200,101.6300,100.2900,0.0300,101.2800,-173.5031,66.1995,-53.6575,-169.1944,-173.6520,0.0000,-120.2974,119.8456,-169.1944,-0.1490,60.0140
05/23/18 10:18:33.0589,101.9600,101.6200,100.2600,0.0300,101.2800,-172.9874,66.6923,-53.1533,-163.1956,-173.1478,0.0000,-120.3203,119.8341,-163.1956,-0.1604,60.0150
05/23/18 10:18:33.0593,101.9700,101.6200,100.2800,0.0300,101.2900,-172.4546,67.2137,-52.6033,-162.5539,-172.6150,0.0000,-120.3318,119.8513,-162.5539,-0.1604,60.0140
05/23/18 10:18:33.0597,102.0000,101.5900,100.2300,0.0200,101.2700,-171.9160,67.7179,-52.0418,-163.5508,-172.0821,0.0000,-120.3661,119.8742,-163.5508,-0.1662,60.0150
05/23/18 10:18:33.0601,102.0300,101.6400,100.2800,0.0300,101.3200,-171.3545,68.3080,-51.4803,-161.7861,-171.5092,0.0000,-120.3375,119.8742,-161.7861,-0.1547,60.0150
05/23/18 10:18:33.0605,101.9800,101.6400,100.3200,0.0300,101.3100,-170.7873,68.8982,-50.9188,-163.0695,-170.9362,0.0000,-120.3146,119.8685,-163.0695,-0.1490,60.0150
05/23/18 10:18:33.0609,101.9700,101.6000,100.2500,0.0300,101.2700,-170.2315,69.4310,-50.3802,-161.8205,-170.3919,0.0000,-120.3375,119.8513,-161.8205,-0.1604,60.0150
05/23/18 10:18:33.0613,102.0100,101.6600,100.3800,0.0300,101.3500,-169.6127,70.0842,-49.7442,-156.8472,-169.7559,0.0000,-120.3031,119.8685,-156.8472,-0.1432,60.0180
05/23/18 10:18:33.0617,102.0700,101.6700,100.3800,0.0300,101.3700,-169.0283,70.6400,-49.1712,-158.7609,-169.1887,0.0000,-120.3318,119.8570,-158.7609,-0.1604,60.0160
05/23/18 10:18:33.0621,102.0100,101.5700,100.2600,0.0300,101.2800,-168.5069,71.1213,-48.6384,-158.4400,-168.6730,0.0000,-120.3719,119.8685,-158.4400,-0.1662,60.0120
05/23/18 10:18:34.0585,101.9700,101.6000,100.3100,0.0300,101.2900,-167.9626,71.7229,-48.1227,-159.1333,-168.1230,0.0000,-120.3146,119.8399,-159.1333,-0.1604,60.0180
05/23/18 10:18:34.0589,101.8900,101.4800,100.3100,0.0300,101.2300,-167.2865,72.4677,-47.3893,-155.4664,-167.4011,0.0000,-120.2458,119.8971,-155.4664,-0.1146,60.0350
05/23/18 10:18:34.0593,101.6600,101.0500,100.1800,0.0300,100.9600,-166.2208,73.6996,-46.1059,-159.7120,-166.2093,0.0000,-120.0797,120.1149,-159.7120,0.0115,60.0060
05/23/18 10:18:34.0597,101.6700,101.1100,100.1600,0.0300,100.9800,-165.7911,74.1064,-45.7163,-159.0244,-165.7968,0.0000,-120.1026,120.0748,-159.0244,-0.0057,60.0180
05/23/18 10:18:34.0601,101.9000,101.4400,100.3200,0.0200,101.2200,-165.0863,74.7022,-45.1204,-154.3319,-165.1665,0.0000,-120.2114,119.9659,-154.3319,-0.0802,60.0190
05/23/18 10:18:34.0605,101.9900,101.5600,100.3200,0.0300,101.2900,-164.4733,75.2408,-44.5933,-157.0878,-164.6050,0.0000,-120.2859,119.8800,-157.0878,-0.1318,60.0130
05/23/18 10:18:34.0609,101.9500,101.3700,100.1300,0.0200,101.1500,-163.9748,75.5961,-44.1006,-151.8968,-164.1581,0.0000,-120.4292,119.8742,-151.8968,-0.1833,60.0110
05/23/18 10:18:34.0613,101.9400,101.3200,100.1800,0.0300,101.1500,-163.4935,76.0659,-43.6479,-155.6268,-163.6940,0.0000,-120.4406,119.8456,-155.6268,-0.2005,60.0150
05/23/18 10:18:34.0617,101.8300,101.3700,100.1300,0.0300,101.1100,-162.9320,76.5873,-43.1552,-159.9011,-163.1669,0.0000,-120.4807,119.7768,-159.9011,-0.2349,60.0090
05/23/18 10:18:34.0621,101.0900,100.5800,99.5600,0.0200,100.4100,-163.0294,76.6274,-43.1838,-155.0653,-163.1956,0.0000,-120.3432,119.8456,-155.0653,-0.1662,60.0010
05/23/18 10:18:35.0585,101.1100,100.6300,99.5600,0.0300,100.4300,-162.5653,77.0800,-42.7427,-154.7444,-162.7429,0.0000,-120.3547,119.8227,-154.7444,-0.1776,60.0150
05/23/18 10:18:35.0589,101.0900,100.6100,99.5700,0.0200,100.4200,-162.1757,77.4811,-42.3416,-150.3097,-162.3419,0.0000,-120.3432,119.8341,-150.3097,-0.1662,60.0090
05/23/18 10:18:35.0593,101.1600,100.6800,99.6800,0.0300,100.5100,-161.9465,77.7504,-42.0952,-155.7815,-162.1012,0.0000,-120.3031,119.8513,-155.7815,-0.1547,60.0100
05/23/18 10:18:35.0597,101.2400,100.7000,99.7000,0.0300,100.5400,-161.5397,78.1285,-41.6426,-156.0680,-161.6830,0.0000,-120.3318,119.8971,-156.0680,-0.1432,60.0120
05/23/18 10:18:35.0601,101.2200,100.7300,99.5900,0.0300,100.5200,-161.1329,78.5124,-41.2587,-153.7704,-161.2933,0.0000,-120.3547,119.8742,-153.7704,-0.1604,60.0110
05/23/18 10:18:35.0605,101.3600,100.9100,99.7100,0.0300,100.6600,-160.7548,79.0052,-40.8118,-155.1512,-160.8522,0.0000,-120.2401,119.9430,-155.1512,-0.0974,60.0130
05/23/18 10:18:35.0609,101.2900,100.9000,99.6900,0.0300,100.6300,-160.3709,79.3776,-40.4451,-152.2979,-160.4797,0.0000,-120.2515,119.9258,-152.2979,-0.1089,60.0080
05/23/18 10:18:35.0613,101.3400,100.8800,99.6200,0.0200,100.6100,-160.0099,79.6755,-40.1185,-149.8743,-160.1474,0.0000,-120.3146,119.8914,-149.8743,-0.1375,60.0090
05/23/18 10:18:35.0617,101.5200,101.0200,99.8300,0.0300,100.7900,-159.6318,80.1396,-39.6945,-151.5588,-159.7292,0.0000,-120.2286,119.9373,-151.5588,-0.0974,60.0130
05/23/18 10:18:35.0621,101.4000,100.9900,99.7300,0.0200,100.7100,-159.3224,80.4261,-39.4539,-151.0259,-159.4484,0.0000,-120.2515,119.8685,-151.0259,-0.1261,60.0070
05/23/18 10:18:36.0585,101.4000,100.9800,99.7600,0.0300,100.7100,-159.0187,80.7469,-39.1273,-159.5516,-159.1333,0.0000,-120.2344,119.8914,-159.5516,-0.1146,60.0080
05/23/18 10:18:36.0589,101.4000,100.9300,99.6800,0.0300,100.6700,-158.7494,80.9819,-38.8580,-147.6168,-158.8755,0.0000,-120.2687,119.8914,-147.6168,-0.1261,60.0080
05/23/18 10:18:36.0593,101.3000,100.9200,99.6600,0.0200,100.6200,-158.6635,81.0964,-38.8236,-148.3961,-158.8010,0.0000,-120.2401,119.8399,-148.3961,-0.1375,59.9990
05/23/18 10:18:36.0597,101.4000,100.7300,99.6800,0.0300,100.6000,-158.3483,81.2626,-38.4684,-150.0519,-158.5202,0.0000,-120.3891,119.8800,-150.0519,-0.1719,60.0070
05/23/18 10:18:36.0601,101.3100,100.7500,99.5300,0.0200,100.5300,-158.1478,81.4803,-38.3080,-151.9713,-158.3254,0.0000,-120.3719,119.8399,-151.9713,-0.1776,60.0090
05/23/18 10:18:36.0605,101.3500,100.8600,99.7100,0.0200,100.6400,-157.8327,81.8585,-37.9814,-149.8686,-157.9874,0.0000,-120.3088,119.8513,-149.8686,-0.1547,60.0080
05/23/18 10:18:36.0609,101.3900,100.9200,99.7100,0.0200,100.6700,-157.6493,82.0361,-37.8152,-148.0924,-157.8098,0.0000,-120.3146,119.8341,-148.0924,-0.1604,60.0070
05/23/18 10:18:36.0613,101.5700,101.0500,99.8200,0.0300,100.8100,-157.3743,82.2997,-37.5230,-150.6249,-157.5290,0.0000,-120.3260,119.8513,-150.6249,-0.1547,60.0080
05/23/18 10:18:36.0617,101.5800,101.0500,99.8000,0.0300,100.8100,-157.1337,82.4945,-37.2938,-147.5252,-157.3113,0.0000,-120.3719,119.8399,-147.5252,-0.1776,60.0020
05/23/18 10:18:36.0621,101.6600,101.2500,99.8900,0.0300,100.9400,-156.8357,82.8325,-37.0245,-151.1864,-157.0076,0.0000,-120.3318,119.8112,-151.1864,-0.1719,60.0080
05/23/18 10:18:37.0585,101.7500,101.3000,99.9000,0.0200,100.9800,-156.6237,82.9929,-36.8297,-142.5519,-156.8185,0.0000,-120.3833,119.7940,-142.5519,-0.1948,60.0060
05/23/18 10:18:37.0589,101.7700,101.3400,99.9300,0.0300,101.0100,-156.4175,83.2164,-36.6177,-147.1012,-156.6066,0.0000,-120.3661,119.7997,-147.1012,-0.1891,60.0060
05/23/18 10:18:37.0593,101.6700,101.3200,99.9000,0.0200,100.9600,-155.1512,84.5055,-35.4031,-150.6421,-155.3518,0.0000,-120.3432,119.7482,-150.6421,-0.2005,60.0660
05/23/18 10:18:37.0597,101.6900,101.3200,99.8500,0.0300,100.9500,-154.8476,84.7462,-35.1051,-144.7521,-155.0653,0.0000,-120.4062,119.7424,-144.7521,-0.2177,59.9970
05/23/18 10:18:37.0601,101.6300,101.1800,99.8100,0.0300,100.8700,-154.7387,84.9009,-34.9332,-146.5741,-154.9221,0.0000,-120.3604,119.8055,-146.5741,-0.1833,60.0000
05/23/18 10:18:37.0605,101.8600,101.4600,100.0500,0.0300,101.1200,-154.3777,85.2676,-34.6067,-142.8384,-154.5726,0.0000,-120.3547,119.7711,-142.8384,-0.1948,60.0120
05/23/18 10:18:37.0609,101.8100,101.4000,99.9100,0.0300,101.0400,-154.2574,85.3191,-34.5092,-141.5951,-154.4809,0.0000,-120.4234,119.7482,-141.5951,-0.2235,60.0040
05/23/18 10:18:37.0613,101.8600,101.4100,100.0000,0.0200,101.0900,-154.0397,85.5827,-34.2457,-146.9637,-154.2345,0.0000,-120.3776,119.7940,-146.9637,-0.1948,60.0040
05/23/18 10:18:37.0617,101.7900,101.4500,99.9500,0.0300,101.0600,-153.9194,85.6744,-34.1999,-136.9312,-154.1486,0.0000,-120.4062,119.7195,-136.9312,-0.2292,60.0050
05/23/18 10:18:37.0621,101.8300,101.4300,99.9500,0.0300,101.0700,-153.7876,85.8062,-34.0337,-145.9152,-154.0053,0.0000,-120.4062,119.7539,-145.9152,-0.2177,60.0020
05/23/18 10:18:38.0585,101.8300,101.4300,100.0300,0.0200,101.0900,-153.6959,85.9551,-33.9134,-146.0183,-153.8850,0.0000,-120.3489,119.7826,-146.0183,-0.1891,60.0060
05/23/18 10:18:38.0589,101.5400,101.1300,99.7700,0.0300,100.8200,-153.7991,85.8692,-33.9993,-144.2536,-153.9767,0.0000,-120.3318,119.7997,-144.2536,-0.1776,59.9910
05/23/18 10:18:38.0593,101.3100,100.8700,99.6300,0.0200,100.6000,-154.5038,85.2389,-34.6525,-148.8487,-154.6413,0.0000,-120.2573,119.8513,-148.8487,-0.1375,59.9560
05/23/18 10:18:38.0597,101.7400,101.2900,99.7900,0.0300,100.9400,-154.7616,84.8952,-35.0421,-143.1420,-154.9679,0.0000,-120.3432,119.7195,-143.1420,-0.2063,60.0200
05/23/18 10:18:38.0601,101.7000,101.4200,99.7200,0.0300,100.9500,-154.4694,85.0900,-34.8588,-142.7639,-154.7444,0.0000,-120.4406,119.6107,-142.7639,-0.2750,60.0000
05/23/18 10:18:38.0605,101.8100,101.4500,99.9100,0.0300,101.0600,-154.3606,85.2848,-34.6639,-141.0909,-154.5783,0.0000,-120.3547,119.6966,-141.0909,-0.2177,60.0050
